section,key,value,change_pct
theme_week,2026-03-09/2026-03-15|Warranty claim / RMA status,7,
theme_week,2026-03-16/2026-03-22|Account access / login,5,
theme_week,2026-03-16/2026-03-22|App & firmware fault,16,
theme_week,2026-03-16/2026-03-22|Arrived damaged or dead on arrival,3,
theme_week,2026-03-16/2026-03-22|Audio quality fault,11,
theme_week,2026-03-16/2026-03-22|Charging & battery fault,19,
theme_week,2026-03-16/2026-03-22|Connectivity & pairing fault,16,
theme_week,2026-03-16/2026-03-22|Delivery delayed or not received,16,
theme_week,"2026-03-16/2026-03-22|Order change, cancellation & address",6,
theme_week,2026-03-16/2026-03-22|Payment & invoice,21,
theme_week,2026-03-16/2026-03-22|Pre-sales / compatibility (no fault),7,
theme_week,2026-03-16/2026-03-22|Return pickup & refund status,6,
theme_week,2026-03-16/2026-03-22|Unclear / other,57,
theme_week,2026-03-16/2026-03-22|Warranty claim / RMA status,1,
theme_week,2026-03-23/2026-03-29|Account access / login,8,
theme_week,2026-03-23/2026-03-29|App & firmware fault,18,
theme_week,2026-03-23/2026-03-29|Arrived damaged or dead on arrival,5,
theme_week,2026-03-23/2026-03-29|Audio quality fault,12,
theme_week,2026-03-23/2026-03-29|Charging & battery fault,14,
theme_week,2026-03-23/2026-03-29|Connectivity & pairing fault,15,
theme_week,2026-03-23/2026-03-29|Delivery delayed or not received,17,
theme_week,"2026-03-23/2026-03-29|Order change, cancellation & address",11,
theme_week,2026-03-23/2026-03-29|Payment & invoice,17,
theme_week,2026-03-23/2026-03-29|Pre-sales / compatibility (no fault),6,
theme_week,2026-03-23/2026-03-29|Return pickup & refund status,14,
theme_week,2026-03-23/2026-03-29|Unclear / other,50,
theme_week,2026-03-23/2026-03-29|Warranty claim / RMA status,7,
theme_week,2026-03-30/2026-04-05|Account access / login,7,
theme_week,2026-03-30/2026-04-05|App & firmware fault,16,
theme_week,2026-03-30/2026-04-05|Arrived damaged or dead on arrival,9,
theme_week,2026-03-30/2026-04-05|Audio quality fault,8,
theme_week,2026-03-30/2026-04-05|Charging & battery fault,14,
theme_week,2026-03-30/2026-04-05|Connectivity & pairing fault,16,
theme_week,2026-03-30/2026-04-05|Delivery delayed or not received,13,
theme_week,"2026-03-30/2026-04-05|Order change, cancellation & address",4,
theme_week,2026-03-30/2026-04-05|Payment & invoice,15,
theme_week,2026-03-30/2026-04-05|Pre-sales / compatibility (no fault),9,
theme_week,2026-03-30/2026-04-05|Return pickup & refund status,12,
theme_week,2026-03-30/2026-04-05|Unclear / other,60,
theme_week,2026-03-30/2026-04-05|Warranty claim / RMA status,7,
theme_week,2026-04-06/2026-04-12|Account access / login,7,
theme_week,2026-04-06/2026-04-12|App & firmware fault,12,
theme_week,2026-04-06/2026-04-12|Arrived damaged or dead on arrival,8,
theme_week,2026-04-06/2026-04-12|Audio quality fault,10,
theme_week,2026-04-06/2026-04-12|Charging & battery fault,17,
theme_week,2026-04-06/2026-04-12|Connectivity & pairing fault,21,
theme_week,2026-04-06/2026-04-12|Delivery delayed or not received,23,
theme_week,"2026-04-06/2026-04-12|Order change, cancellation & address",8,
theme_week,2026-04-06/2026-04-12|Payment & invoice,19,
theme_week,2026-04-06/2026-04-12|Pre-sales / compatibility (no fault),7,
theme_week,2026-04-06/2026-04-12|Return pickup & refund status,16,
theme_week,2026-04-06/2026-04-12|Unclear / other,49,
theme_week,2026-04-06/2026-04-12|Warranty claim / RMA status,6,
theme_week,2026-04-13/2026-04-19|Account access / login,6,
theme_week,2026-04-13/2026-04-19|App & firmware fault,19,
theme_week,2026-04-13/2026-04-19|Arrived damaged or dead on arrival,5,
theme_week,2026-04-13/2026-04-19|Audio quality fault,11,
theme_week,2026-04-13/2026-04-19|Charging & battery fault,14,
theme_week,2026-04-13/2026-04-19|Connectivity & pairing fault,14,
theme_week,2026-04-13/2026-04-19|Delivery delayed or not received,22,
theme_week,"2026-04-13/2026-04-19|Order change, cancellation & address",10,
theme_week,2026-04-13/2026-04-19|Payment & invoice,19,
theme_week,2026-04-13/2026-04-19|Pre-sales / compatibility (no fault),6,
theme_week,2026-04-13/2026-04-19|Return pickup & refund status,10,
theme_week,2026-04-13/2026-04-19|Unclear / other,59,
theme_week,2026-04-13/2026-04-19|Warranty claim / RMA status,6,
theme_week,2026-04-20/2026-04-26|Account access / login,3,
theme_week,2026-04-20/2026-04-26|App & firmware fault,12,
theme_week,2026-04-20/2026-04-26|Arrived damaged or dead on arrival,7,
theme_week,2026-04-20/2026-04-26|Audio quality fault,16,
theme_week,2026-04-20/2026-04-26|Charging & battery fault,12,
theme_week,2026-04-20/2026-04-26|Connectivity & pairing fault,21,
theme_week,2026-04-20/2026-04-26|Delivery delayed or not received,21,
theme_week,"2026-04-20/2026-04-26|Order change, cancellation & address",12,
theme_week,2026-04-20/2026-04-26|Payment & invoice,9,
theme_week,2026-04-20/2026-04-26|Pre-sales / compatibility (no fault),8,
theme_week,2026-04-20/2026-04-26|Return pickup & refund status,14,
theme_week,2026-04-20/2026-04-26|Unclear / other,48,
theme_week,2026-04-20/2026-04-26|Warranty claim / RMA status,6,
theme_week,2026-04-27/2026-05-03|App & firmware fault,12,
theme_week,2026-04-27/2026-05-03|Arrived damaged or dead on arrival,3,
theme_week,2026-04-27/2026-05-03|Audio quality fault,10,
theme_week,2026-04-27/2026-05-03|Charging & battery fault,17,
theme_week,2026-04-27/2026-05-03|Connectivity & pairing fault,12,
theme_week,2026-04-27/2026-05-03|Delivery delayed or not received,16,
theme_week,"2026-04-27/2026-05-03|Order change, cancellation & address",8,
theme_week,2026-04-27/2026-05-03|Payment & invoice,16,
theme_week,2026-04-27/2026-05-03|Pre-sales / compatibility (no fault),11,
theme_week,2026-04-27/2026-05-03|Return pickup & refund status,13,
theme_week,2026-04-27/2026-05-03|Unclear / other,52,
theme_week,2026-04-27/2026-05-03|Warranty claim / RMA status,4,
theme_week,2026-05-04/2026-05-10|Account access / login,4,
theme_week,2026-05-04/2026-05-10|App & firmware fault,13,
theme_week,2026-05-04/2026-05-10|Arrived damaged or dead on arrival,1,
theme_week,2026-05-04/2026-05-10|Audio quality fault,12,
theme_week,2026-05-04/2026-05-10|Charging & battery fault,17,
theme_week,2026-05-04/2026-05-10|Connectivity & pairing fault,9,
theme_week,2026-05-04/2026-05-10|Delivery delayed or not received,9,
theme_week,"2026-05-04/2026-05-10|Order change, cancellation & address",3,
theme_week,2026-05-04/2026-05-10|Payment & invoice,13,
theme_week,2026-05-04/2026-05-10|Pre-sales / compatibility (no fault),6,
theme_week,2026-05-04/2026-05-10|Return pickup & refund status,13,
theme_week,2026-05-04/2026-05-10|Unclear / other,51,
theme_week,2026-05-04/2026-05-10|Warranty claim / RMA status,6,
theme_week,2026-05-11/2026-05-17|Account access / login,6,
theme_week,2026-05-11/2026-05-17|App & firmware fault,11,
theme_week,2026-05-11/2026-05-17|Arrived damaged or dead on arrival,9,
theme_week,2026-05-11/2026-05-17|Audio quality fault,12,
theme_week,2026-05-11/2026-05-17|Charging & battery fault,18,
theme_week,2026-05-11/2026-05-17|Connectivity & pairing fault,17,
theme_week,2026-05-11/2026-05-17|Delivery delayed or not received,31,
theme_week,"2026-05-11/2026-05-17|Order change, cancellation & address",7,
theme_week,2026-05-11/2026-05-17|Payment & invoice,22,
theme_week,2026-05-11/2026-05-17|Pre-sales / compatibility (no fault),7,
theme_week,2026-05-11/2026-05-17|Return pickup & refund status,18,
theme_week,2026-05-11/2026-05-17|Unclear / other,68,
theme_week,2026-05-11/2026-05-17|Warranty claim / RMA status,5,
theme_week,2026-05-18/2026-05-24|Account access / login,6,
theme_week,2026-05-18/2026-05-24|App & firmware fault,12,
theme_week,2026-05-18/2026-05-24|Arrived damaged or dead on arrival,6,
theme_week,2026-05-18/2026-05-24|Audio quality fault,17,
theme_week,2026-05-18/2026-05-24|Charging & battery fault,20,
theme_week,2026-05-18/2026-05-24|Connectivity & pairing fault,20,
theme_week,2026-05-18/2026-05-24|Delivery delayed or not received,19,
theme_week,"2026-05-18/2026-05-24|Order change, cancellation & address",9,
theme_week,2026-05-18/2026-05-24|Payment & invoice,20,
theme_week,2026-05-18/2026-05-24|Pre-sales / compatibility (no fault),12,
theme_week,2026-05-18/2026-05-24|Return pickup & refund status,11,
theme_week,2026-05-18/2026-05-24|Unclear / other,45,
theme_week,2026-05-18/2026-05-24|Warranty claim / RMA status,7,
theme_week,2026-05-25/2026-05-31|Account access / login,5,
theme_week,2026-05-25/2026-05-31|App & firmware fault,13,
theme_week,2026-05-25/2026-05-31|Arrived damaged or dead on arrival,6,
theme_week,2026-05-25/2026-05-31|Audio quality fault,10,
theme_week,2026-05-25/2026-05-31|Charging & battery fault,19,
theme_week,2026-05-25/2026-05-31|Connectivity & pairing fault,13,
theme_week,2026-05-25/2026-05-31|Delivery delayed or not received,22,
theme_week,"2026-05-25/2026-05-31|Order change, cancellation & address",5,
theme_week,2026-05-25/2026-05-31|Payment & invoice,18,
theme_week,2026-05-25/2026-05-31|Pre-sales / compatibility (no fault),5,
theme_week,2026-05-25/2026-05-31|Return pickup & refund status,9,
theme_week,2026-05-25/2026-05-31|Unclear / other,54,
theme_week,2026-05-25/2026-05-31|Warranty claim / RMA status,7,
theme_week,2026-06-01/2026-06-07|Account access / login,3,
theme_week,2026-06-01/2026-06-07|App & firmware fault,11,
theme_week,2026-06-01/2026-06-07|Arrived damaged or dead on arrival,6,
theme_week,2026-06-01/2026-06-07|Audio quality fault,12,
theme_week,2026-06-01/2026-06-07|Charging & battery fault,15,
theme_week,2026-06-01/2026-06-07|Connectivity & pairing fault,12,
theme_week,2026-06-01/2026-06-07|Delivery delayed or not received,21,
theme_week,"2026-06-01/2026-06-07|Order change, cancellation & address",5,
theme_week,2026-06-01/2026-06-07|Payment & invoice,15,
theme_week,2026-06-01/2026-06-07|Pre-sales / compatibility (no fault),6,
theme_week,2026-06-01/2026-06-07|Return pickup & refund status,16,
theme_week,2026-06-01/2026-06-07|Unclear / other,43,
theme_week,2026-06-01/2026-06-07|Warranty claim / RMA status,6,
theme_week,2026-06-08/2026-06-14|Account access / login,4,
theme_week,2026-06-08/2026-06-14|App & firmware fault,16,
theme_week,2026-06-08/2026-06-14|Arrived damaged or dead on arrival,15,
theme_week,2026-06-08/2026-06-14|Audio quality fault,16,
theme_week,2026-06-08/2026-06-14|Charging & battery fault,19,
theme_week,2026-06-08/2026-06-14|Connectivity & pairing fault,14,
theme_week,2026-06-08/2026-06-14|Delivery delayed or not received,19,
theme_week,"2026-06-08/2026-06-14|Order change, cancellation & address",7,
theme_week,2026-06-08/2026-06-14|Payment & invoice,10,
theme_week,2026-06-08/2026-06-14|Pre-sales / compatibility (no fault),6,
theme_week,2026-06-08/2026-06-14|Return pickup & refund status,12,
theme_week,2026-06-08/2026-06-14|Unclear / other,53,
theme_week,2026-06-08/2026-06-14|Warranty claim / RMA status,12,
theme_week,2026-06-15/2026-06-21|Account access / login,9,
theme_week,2026-06-15/2026-06-21|App & firmware fault,14,
theme_week,2026-06-15/2026-06-21|Arrived damaged or dead on arrival,6,
theme_week,2026-06-15/2026-06-21|Audio quality fault,10,
theme_week,2026-06-15/2026-06-21|Charging & battery fault,17,
theme_week,2026-06-15/2026-06-21|Connectivity & pairing fault,13,
theme_week,2026-06-15/2026-06-21|Delivery delayed or not received,11,
theme_week,"2026-06-15/2026-06-21|Order change, cancellation & address",10,
theme_week,2026-06-15/2026-06-21|Payment & invoice,19,
theme_week,2026-06-15/2026-06-21|Pre-sales / compatibility (no fault),7,
theme_week,2026-06-15/2026-06-21|Return pickup & refund status,9,
theme_week,2026-06-15/2026-06-21|Unclear / other,38,
theme_week,2026-06-15/2026-06-21|Warranty claim / RMA status,4,
theme_week,2026-06-22/2026-06-28|Account access / login,7,
theme_week,2026-06-22/2026-06-28|App & firmware fault,12,
theme_week,2026-06-22/2026-06-28|Arrived damaged or dead on arrival,4,
theme_week,2026-06-22/2026-06-28|Audio quality fault,14,
theme_week,2026-06-22/2026-06-28|Charging & battery fault,27,
theme_week,2026-06-22/2026-06-28|Connectivity & pairing fault,12,
theme_week,2026-06-22/2026-06-28|Delivery delayed or not received,14,
theme_week,"2026-06-22/2026-06-28|Order change, cancellation & address",6,
theme_week,2026-06-22/2026-06-28|Payment & invoice,20,
theme_week,2026-06-22/2026-06-28|Pre-sales / compatibility (no fault),8,
theme_week,2026-06-22/2026-06-28|Return pickup & refund status,14,
theme_week,2026-06-22/2026-06-28|Unclear / other,54,
theme_week,2026-06-22/2026-06-28|Warranty claim / RMA status,7,
theme_week,2026-06-29/2026-07-05|Account access / login,2,
theme_week,2026-06-29/2026-07-05|App & firmware fault,5,
theme_week,2026-06-29/2026-07-05|Arrived damaged or dead on arrival,3,
theme_week,2026-06-29/2026-07-05|Audio quality fault,1,
theme_week,2026-06-29/2026-07-05|Charging & battery fault,5,
theme_week,2026-06-29/2026-07-05|Connectivity & pairing fault,3,
theme_week,2026-06-29/2026-07-05|Delivery delayed or not received,3,
theme_week,"2026-06-29/2026-07-05|Order change, cancellation & address",4,
theme_week,2026-06-29/2026-07-05|Payment & invoice,4,
theme_week,2026-06-29/2026-07-05|Pre-sales / compatibility (no fault),3,
theme_week,2026-06-29/2026-07-05|Return pickup & refund status,3,
theme_week,2026-06-29/2026-07-05|Unclear / other,8,
theme_week,2026-06-29/2026-07-05|Warranty claim / RMA status,2,
sla,chat,424,8.2
sla,email,440,11.6
sla,social,91,7.6
sla,voice,96,5.6
repeat,Delivery & Shipping,341,16.8
repeat,Charging & Battery,139,15.6
repeat,Audio Quality,117,15.6
repeat,Returns & Refunds,168,14.7
repeat,Connectivity,157,14.6
repeat,Billing & Payments,213,13.9
repeat,App & Firmware,103,13.1
repeat,Warranty & Repair,73,12.3
repeat,Other,174,10.8
repeat,Product Enquiry,2,0.4
repeat,Account & Login,1,0.3
